datetime,power,GHI,DHI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,hour_cos,hour_sin,zenith_cos,zenith_sin,azimuth_cos,azimuth_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin
6/4/2020 0:00,-0.774649567,-0.914328235,-0.869698571,-1.072396639,-1.390656905,-1.868676805,-0.151625452,1.41472163,0.000153319,0.977405104,-0.883128081,0.440198492,-1.382275727,-0.771619373,-0.625197691,-0.099119624,0.22919658,-1.372696605,0.371710917
6/4/2020 1:00,-0.774658689,-0.914328235,-0.89317254,-0.735457248,-1.594021708,-1.901340361,-0.151625452,1.366515975,0.366045973,1.263952669,0.453860105,1.354707007,0.059823066,-0.774649567,-0.771619373,-0.625197589,-0.09908992,1.22164722,0.701504235
6/4/2020 2:00,-0.774658689,-0.914328235,-0.896063602,-0.800671324,-1.754804711,-2.043355823,-0.151625452,1.225184145,0.707003648,1.266967321,-0.387630049,1.200454877,-0.695678527,-0.774658689,-0.774649567,-0.771619264,-0.625157877,1.402969321,0.006802084
6/4/2020 3:00,-0.774658689,-0.914328235,-0.892390681,-0.648505147,-1.893195561,-2.043355823,-0.151625452,1.000357673,0.99979064,-1.294954747,-0.78347755,1.073676739,0.833906627,-0.774658689,-0.774658689,-0.774649458,-0.771576765,1.402969321,0.006802084
6/4/2020 4:00,-0.772392378,-0.90732258,-0.845442742,-0.996313551,-2.010662596,-1.343219597,-0.151625452,0.707358109,1.224454002,1.325003939,0.179771829,0.132249356,1.390687753,-0.774658689,-0.774658689,-0.77465858,-0.774606902,-0.278876737,-1.38388489
6/4/2020 5:00,-0.714951866,-0.780457596,-0.596993231,-0.018102416,-1.833727875,-1.622990057,-0.151625452,0.36615289,1.365683295,-0.048645496,1.416230218,-0.481747076,1.326993061,-0.772392378,-0.774658689,-0.77465858,-0.774616024,-1.413793124,-0.129247373
6/4/2020 6:00,-0.56628655,-0.654874222,-0.190226252,1.210096008,-1.405707368,-1.377303308,-0.151625452,-5.41E-06,1.413853977,-0.722761327,1.291205465,-0.737405141,1.2082977,-0.714951866,-0.772392378,-0.77465858,-0.774616024,-1.369173276,0.384729699
6/4/2020 7:00,-0.297133829,-0.483491293,0.295381263,1.210096008,-1.083774277,-1.5747048,-0.151625452,-0.366163715,1.365683295,-0.502705217,1.367967551,-0.952772438,1.050307081,-0.56628655,-0.714951866,-0.772392269,-0.774616024,-1.069274592,0.941851567
6/4/2020 8:00,-0.01302651,-0.103731548,1.135207523,1.210096008,-0.857650236,-1.161439806,-0.151625452,-0.707368933,1.224454002,0.193972029,1.385412037,-1.358260653,0.432230976,-0.297133829,-0.56628655,-0.714951759,-0.772349755,-0.519886116,-1.313909898
6/4/2020 9:00,0.168486817,0.98296568,1.460042894,0.807942542,-0.472578614,-0.511008992,-0.151625452,-1.000368497,0.99979064,0.788531553,1.113731286,-0.806694411,-1.23198781,-0.01302651,-0.297133829,-0.566286451,-0.714910339,1.219837044,-0.691119914
6/4/2020 10:00,0.386752812,1.009965889,1.367856197,-0.523511502,-0.121278764,-0.47976559,-0.151625452,-1.22519497,0.707003648,0.80434622,1.10145468,1.181282871,0.664550273,0.168486817,-0.01302651,-0.297133745,-0.566247859,1.290308668,0.561467021
6/4/2020 11:00,1.019543836,1.99382472,0.573668717,-0.289827731,0.191477215,-0.351951675,-0.151625452,-1.3665268,0.366045973,-0.491983103,1.370751125,0.442802681,-1.381295911,0.386752812,0.168486817,-0.013026441,-0.297100274,-1.392900032,0.284689121
6/4/2020 12:00,2.217991052,2.240383432,0.069678411,-0.958272006,0.409525398,0.417772128,-0.151625452,-1.414732455,0.000153319,-0.611640843,-1.277638166,0.943718305,-1.054055202,1.019543836,0.386752812,0.168486877,-0.012998376,-1.416036691,-0.103436318
6/4/2020 13:00,2.403597556,2.424380859,0.1960851,-1.072396639,0.55709336,0.491620168,-0.151625452,-1.3665268,-0.365739336,-1.483541939,0.497445262,0.350984589,1.344523072,2.217991052,1.019543836,0.38675286,0.168511489,-0.797640644,-1.168128481
6/4/2020 14:00,2.894325787,2.412594367,0.739295663,-1.023486082,0.663180775,0.923347171,-0.151625452,-1.22519497,-0.70669701,-1.334375816,-0.728346118,-1.294909719,-0.658286218,2.403597556,2.217991052,1.01954385,0.386773319,0.711197574,1.22561022
